35, 7 
60, 24 
55, 87 
75, 55 
37, 39 
20, 46 
64, 53 
98, 11 
2, 97 
54, 48 
15, 13 
82, 19 
26, 52 
26, 2 
72, 91 
7, 6 
65, 60 
23, 68 
17, 72 
0, 25 
13, 65 
1, 68 
25, 81 
86, 2 
32, 38 
68, 2 
62, 49 
62, 72 
80, 62 
53, 58 
41, 3 
27, 87 
33, 98 
84, 45 
57, 29 
69, 94 
22, 50 
24, 68 
42, 43 
68, 1 
73, 86 
91, 41 
84, 79 
2, 4 
63, 97 
82, 35 
19, 17 
19, 59 
58, 34 
61, 97 
79, 97 
83, 79 
94, 1 
48, 28 
83, 10 
42, 46 
16, 45 
63, 74 
67, 45 
22, 19 
11, 95 
34, 6 
64, 77 
22, 74 
74, 24 
66, 72 
89, 95 
16, 31 
69, 1 
39, 62 
42, 70 
88, 43 
49, 56 
65, 70 
12, 72 
17, 78 
38, 84 
73, 61 
41, 92 
46, 84 
58, 13 
51, 85 
73, 3 
1, 44 
41, 21 
41, 93 
8, 67 
11, 88 
2, 0 
31, 0 
20, 98 
50, 32 
3, 60 
20, 78 
75, 89 
21, 37 
89, 32 
23, 18 
39, 58 
82, 64 
