98, 83 
48, 78 
25, 12 
58, 58 
20, 8 
65, 46 
74, 55 
59, 47 
88, 86 
92, 70 
57, 18 
21, 24 
29, 25 
5, 64 
39, 56 
64, 16 
7, 61 
12, 7 
74, 67 
82, 54 
69, 25 
13, 21 
16, 1 
48, 3 
50, 91 
42, 94 
82, 68 
77, 69 
0, 23 
24, 53 
0, 98 
2, 67 
38, 46 
27, 85 
95, 0 
70, 11 
21, 86 
23, 67 
98, 96 
67, 86 
82, 96 
43, 16 
42, 91 
14, 27 
18, 44 
67, 70 
1, 84 
73, 23 
32, 40 
61, 79 
51, 97 
44, 77 
65, 18 
73, 40 
79, 44 
54, 40 
69, 31 
47, 15 
36, 57 
1, 76 
98, 17 
95, 98 
56, 61 
50, 62 
0, 47 
69, 54 
14, 71 
10, 31 
83, 46 
15, 12 
76, 36 
96, 27 
61, 42 
55, 45 
6, 18 
84, 62 
80, 68 
89, 17 
43, 97 
92, 89 
70, 73 
67, 64 
7, 33 
21, 25 
95, 27 
73, 5 
3, 1 
15, 93 
67, 47 
44, 86 
24, 71 
45, 41 
58, 50 
4, 85 
10, 53 
12, 61 
35, 91 
36, 86 
59, 77 
21, 9 
